,titles,ratings,reviews,dates,replies,reply_dates
1581,Retrait de points sur la carte Wahou 4h après un achat suite à une erreur du magasin,2,"Bonjour,
J'ai acheté un ordinateur le jour du black friday à Auchan Villebon. Le vendeur à marquer sur la facture 30 % WAHOU. A la caisse, j'ai payé mon ordinateur 30% moins cher. Cependant, 4h après cet achat, j'ai reçu un appel du directeur du service informatique d'Auchan Villebon me disant qu'Auchan m'avait cagnotté en trop les 30% de remise sur ma carte par erreur en plus d'avoir fait la remise, donc il me prévenait qu'il me retirait de ma cagnotte Auchan les 30 % cagnottés par erreur. 
Est-ce normal, que suite à une erreur de leur part, Auchan puisse modifier comme il veut le montant de ma cagnotte ? Si l'erreur avait été dans l'autre sens, oublie de me cagnotter les 30%, m'aurait-il appelé pour me les ajouter ?
Ayant nos cooordonnées à l'ouverture de la carte Auchan, il est donc facille pour eux de faire des erreurs et de passer un coup de fil après pour la corriger!
Je ne trouve pas cela normal.",2019-11-30T14:27:36.000Z,,
1582,reclamation,1,"bonjour etant bon client auchan perpignan je me suis presente vendredi 29 pour acheter un portable de marque lenovo mais le vendeur m a indique que celui ci etait en prome le samedi et qu il y en avait en stock entre 15 et 17 pièces je me suis donc représente ce matin a ce même vendeur et étant le premier client il m a tout simplement dit qu il n y en avait en stock et que c’était du pipo moi a mon avis je pense qu il y en avait et le peu en stock ils se le sont réservés pour leurs connaissances c est pas normal que la veille il y en avait et dans la nuit il disparaisse j ai fait 80 kms pour rien 
je suis déçu et que la directrice fasse le nécessaire car c'est quand même le client qui vous font vivre
cordialement",2019-11-30T11:26:44.000Z,,
1583,Je suis scandalisée quand je vois que…,1,"Je suis scandalisée quand je vois que auchan fait un calalogue 100 % rembourse pour le black friday et quand vous allez sur le site à minuit le 29 novembre, même avant pour être sure, ils disent que le site est momentanément indisponible ...impossible de passer commande, ce n'est pas sérieux!... BRAVO AUCHAN",2019-11-29T08:56:30.000Z,,
1584,Coffret de barbie acheté sur auchan.fr…,1,"Coffret de barbie acheté sur auchan.fr - reçu un autre coffret (moins cher évidemment) avec le code-barre du 1er coffret collé sur l'autre à l'arrache - Sur Auchan.fr coffret demandé plus visible...
Pas de mail de satisfaction envoyé, lors de la réclamation au service après-vente on m'envoie un mail pour évaluer...le service après-vente et pas la commande en soit.. 
Sur la demande de retour il est noté que je veux renvoyer le coffret que j'ai demandé..; et non pas la référence de celui que j'ai reçu..
En espérant être remboursé !!! Site à fuir ! Arnaques !!",2019-11-29T08:49:45.000Z,,
1585,Services en ligne déplorables,1,"Je suis particulièrement mécontent des services en lignes Auchan.
Je n'ai jamais pu valider mes commandes correctement du premier coup ce qui entraine la perte des avantages lors de la première connexion, et le report de la commande au lendemain. Sans compter que les produits ne sont plus disponibles lors de la validation...
Pour ma part, c'est vraiment se moquer du monde et je ne recommande en aucun cas le drive ou la livraison. Par ailleurs, la personne que j'ai eu au téléphone m'a affirmé qu'il n'y avait pas de livraison en Sarthe alors qu'un ami qui habite à 500m et se fait livrer. Il sera content d'apprendre que c'est un menteur. 
Bref, la concurrence directe ne m'ayant posée aucun problème, je pense que je vais rester sur mes acquits.",2019-11-26T16:45:07.000Z,,
1586,Ne pas commander chez Auchan.fr,1,"Gaziniere commandété et payé  le 9 novembre ,2019 à  ce jour le 26 novembre aucune nouvelles de auchan, colis perdu depuis le 16 /11/19 et pas d'informations de mondial relay encore moins du site d'auchan 
Site de m••••• ? Première et dernière fois pour moi, à fuir ! !!!!",2019-11-26T09:55:02.000Z,,
1587,CATA !!! Ca vaut zéro étoile,1,"Dommage qu'on ne puisse pas mettre aucune étoile !!!
Catastrophique : commande passée début octobre, livrée à une mauvaise adresse par Auchan... 3 appels chez auchan.fr pour demander l'annulation et le remboursement...
A chaque fois aucun suivi des appels précédents = résultat au 22/11 toujours pas remboursé et l'impression de parler à un service totalement incompétent !!! 
A fuir en urgence : allez à la concurrence !!!",2019-11-22T17:26:14.000Z,,
1588,Déception,2,"Je constate depuis octobre 2019, une dégradation importante du rayon ""bio"":
Produits périmés, rayons en panne d'approvisionnement, rangements improbables, que se passe-t-il ?
A améliorer sans délai avant de voir
fuir la clientèle...",2019-11-22T14:40:37.000Z,,
1589,Erreur sur un article.,1,Bonjour j ai commandé un article sur auchan.fr et je n ai pas reçu le bon. Pour echanger trop compliqué il faut telephoner.. retourner l article dans le colis d origine..etc.. si je commande en ligne c pour m eviter des allé retour!!!,2019-11-21T11:26:17.000Z,,
1590,une pure CATASTROPHE,1,"de déceptions en déceptions .....aujourd’hui lundi 18/11/2019 j'ai acheté un produit périmé depuis 3 semaines bientôt sachant qu'il est question de fromage de chèvre la date de péremption est importante.
Après le souci des caisses peu nombreuses, des rayons vides, des produits frais de très mauvaises qualités la boucle est bouclée ...vivement Leclerc!",2019-11-18T17:27:26.000Z,,
1591,A fuir j avais téléphoner pour un…,1,"A fuir j avais téléphoner pour un renseignement pour savoir si on pouvait annuler la commande , le vendeur m a dit oui il suffit de se présenter au relais et d indiquer le refus ,hors je me suis dis comme il fallait que je me présente pour refuser c était nikel je pouvais changer d avis chose que j ai faite, j ai été retirer  le colis on m a dis que non c était parti au retour qu on ne pouvait pas me le donner. Ma commande était prelevèe depuis 1 semaine il me l on fait quand même repartir et l article et passer au double du prix et en plus n est plus disponible.  Donc je ne l aurai pas .",2019-11-17T22:52:30.000Z,,
1592,"Engagement, remboursement de la différence",1,"J'ai acheté le lego star wars sur Auchan.fr 119,9€, il est vendu au même prix en magasin excepté les Auchan avec un Carrefour à proximité où il est vendu 109€ prix aligné sur le prix du concurrent. Carrefour.fr et les magasins le vendent  109€

Les magasins Auchan s'aligne pour ne pas avoir à remboursé la différence, surtout qu'ils s'engagent à rembourser 5x la différence sur le catalogue jouet.

J'ai donc contacté le SAV Auchan.fr pour être remboursé de la différence de 10,9€, mais on me répond que le prix Carrefour est une promotion, j'explique que ce n'est pas vrai mais l'opératrice s'enfonce dans des arguments fallacieux, surtout quand j'explique que les magasins Auchan le vendent au prix de Carrefour, et que l'on peut même le constaté sur le site Auchan.fr qui mentionne bien ""A partir de 109€ en magasin"".

A la suite de mon appel, je reçois un email qui confirme le refus de me rembourser la différence.

J'en ai marre d'être pris pour un abruti aussi face à tant de mauvais fois assumé...

Je vais donc me rétracter, être remboursé, et acheter chez Carrefour.",2019-11-17T14:23:56.000Z,,
1593,Je suis très en colère apres Auchan,1,"Je suis très en colère au près Auchan
j'ai acheté un matelas ,il y a 2 ans et il est hs,je ressent les ressorts qui me font énormement mal
j'ai une garantie de 5 ans et il ne veulent pas me le changer
Il ne faut pas croire les garanties car cela ne suit pas derriere 
je suis pourtant une cliente fidèle de chez eux mais c'était ma dernière commande chez eux",2019-11-15T09:10:46.000Z,,
1594,Dormage à chaque fois aubliger d'aller…,1,Dormage à chaque fois aubliger d'aller à leur pour les couché il a pas de taille 6 et 7 dans les railon en grand volume même petit bébé aucune marque été hier 13 novembre encore dessus de Auchan,2019-11-14T08:24:51.000Z,,
1595,"SAV de chiasse, livreur de chiasse !!! A fuir !!!",1,"J'ai passé commande sur le site auchan.fr pour une gazinière, délai prévu dépassé déjà de 2 jours. La livraison s'est effectué en moins de 5 min, même si vous souscrivez à l'offre livraison confort, déballage, mise en place, branchement électrique avec récupération. En effet, les livreurs de chez AGEDISS s'en tape royal et ne le font pas, elle sera déposée à l'entrée de chez moi et puis démerdez-vous !
Je ne recommande aucunement l'achat sur le site Auchan, le SAV étant le plus minable qui soit, on cherchera des excuses vous faisant croire un dédommagement, en vain.
Franchement mettez un peu plus cher et prenez votre électroménager chez Darty, là au moins c'est sérieux !",2019-11-14T06:34:40.000Z,,
1596,Bonjour,1,"Bonjour
Jai commandé un micro-onde. Il est arrivé abimé et a la 1ere utilisation il m'a laché. Le service en ligne m'a dit de le ramener en magasin. J'ai expliqué que j'avais été obligé d'en racheter en urgence. Donc je demandais le remboursement ou un avoir. Je l'ai ramené en magasin. Aucun remboursement, seulement une réparation. Alors qu'il est vraiment très abimé. C'est inadmissible. Quel bande d'incapable. Ils se foutent vraiment de notre poire. N'acheter jamais sur Auchan. fr. En plus, au téléphone, la personne m'a raccroché au nez. Donc ils ont gardé mon produit a 70€, je ne peux donc plus le recuperer et ils ne me rembourseront pas. Intolérable",2019-11-13T19:46:12.000Z,,
1597,N° commande 654880935,1,"J'ai passé un commande sur Auchan.fr. Il s'agit d'une couette vendue par Greenbed. J'ai passé commande de 10 octobre. Elle a été livrée en point relais dans un casier (avec deux jours de retard) mais je n'ai jamais reçue le code pour pouvoir récupérer le colis.

J'ai relancé le vendeur 3 fois, pour finir par lui demander un remboursement. Le vendeur me répond d'aller retirer le colis mais ne répond pas à ma demande de code d'accès au casier pour récupérer le colis. 

Nous sommes le 12 novembre. C'est mon troisième appel auprès d'Auchan.fr. Lors du dernier j'ai demandé à recevoir un mail de confirmation de ma demande de remboursement. J'attends toujours.

Aujourd'hui c'est la 3e fois que j'appelle Auchan pour demander mon remboursement.

C'est inadmissible !",2019-11-12T08:43:36.000Z,,
1598,J'ai passé une commande sur le market place auchan.fr,1,J'ai passé une commande sur le Marketplace d'auchan.fr commande jamais reçue. Vendeur disparue. Remboursement reçue après deux mois de relances. A fuir !!!,2019-11-11T21:56:23.000Z,,
1599,CAISSE HANDICAPE,1,"Bonjour,

Ce jour le 11/11/19 je voulais passer à la caisse handicapé pour un jouet , mon épouse est atteint de la maladie de Huntington, donc des problèmes de déplacement et de tenue debout, donc je pense que cela était justifié, en revanche c'est compliquer de passer à cette caisse sans avoir de remarques, ou il faut vraiment faire le forcing.
De ce faite j'ai laissé mon article devant la caisse et je suis partis!

Je trouve cela honteux de ne pas mieux organiser cette caisse!

Je propose de peindre au sol en bleu caisse handicapé , pour prévenir les personnes qu'il s'engage à laisser leurs place, sans râler!

Merci pour votre écoute.

Cordialement",2019-11-11T11:47:18.000Z,,
1600,Une honte ce site pour une grande…,1,"Une honte ce site pour une grande marque.
Colis perdu , déjà appelé 5 fois et toujours pas remboursé.

Comment peut t’on avoir un sav aussi mauvais??",2019-11-11T08:52:24.000Z,,
1601,Y a t-il un directeur dans ce magasin…Auchan Didot,1,"Y a t-il un directeur dans ce magasin Auchan
Aucune organisation hygiene à revoir des files d’attente interminables aux caisses des rayons non gérés donc pratiquement vide de produits
Caisses automatiques fermées bien avant la fermeture du magasin
Au secours !
Comment peut-on gérer une grande surface de cette facon !!!
Auchan à éviter absolument",2019-11-10T12:22:58.000Z,,
1602,Les yaourts marque Auchan Les morceaux…,3,Les yaourts marque Auchan Les morceaux sont très très délicieux 👅 un très bon goût de même pour les morceaux de fruits 👅 Cependant le yaourt est trop liquide au lieu d'être crémeux  onctueux il faudrait revoir la recette et ne pas mettre trop de liquide,2019-11-09T17:45:51.000Z,,
1603,Très déçu,1,"Très déçu de AUCHAN OPTIQUE à cesson, j’ai commander des lunettes il y’a quelques mois , car j’avais perdu celle que je mettais de base , la nouvelle paire que l’on m’a faite on m’a dit que j’allais m’habituer car je ne voyais rien dedans , la dame m’a dit que en les mettant une semaine sa ira , mais ce n’était pas le cas du tout ! En allant refaire une paire avec ma nouvelle ordonnance j’ai demander À ce qu’on me fasse un geste commercial mais ça a été refusé alors que l’erreur venait de la boutique et de la personne qui a monté les lunettes ! C’est inadmissible .",2019-11-08T18:05:42.000Z,,
